,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
217,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF PSA 8 CENTERED,907.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-PSA-8-CENTERED-/375908252860,375908252860,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-09,907.0,Active,8
246,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9.5,5600.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-5-/387798724284,387798724284,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-09,5600.0,Active,8
276,1986 Fleer Sticker Michael Jordan #8 PSA 6 (Corners Edges Perfect Only OC) Resub,356.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-8-PSA-6-Corners-Edges-Perfect-Only-OC-Resub-/205209592239,205209592239,,"Senoia,GA,USA",Graded,2025-01-06,2025-01-09,356.0,Active,6
313,1987 Fleer Sticker #2 Michael Jordan HOF PSA 5 EX High End! New Slab!,46.0,https://www.ebay.com/itm/1987-Fleer-Sticker-2-Michael-Jordan-HOF-PSA-5-EX-High-End-New-Slab-/186879274398,186879274398,,"Lexington,KY,USA",Graded,2025-01-07,2025-01-09,46.0,Active,5
340,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,100.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-09,100.0,Active,7
367,1996 Fleer Michael Jordan Decade of Excellence Rookie Ultra #U-4 PSA 9 GEM MINT,60.0,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-Rookie-Ultra-U-4-PSA-9-GEM-MINT-/365322750177,365322750177,,"Elgin,IL,USA",Graded,2025-01-04,2025-01-09,60.0,Active,9
370,MICHAEL JORDAN 86-87 1986 Fleer #8 STICKER STICKERS RC ROOKIE PSA 8 NM-MT BULLS!,2999.99,https://www.ebay.com/itm/MICHAEL-JORDAN-86-87-1986-Fleer-8-STICKER-STICKERS-RC-ROOKIE-PSA-8-NM-MT-BULLS-/355385072977,355385072977,,USA,Graded,2024-01-16,2025-01-09,2999.99,Active,8
417,1996 Fleer Michael Jordan Decade of Excellence #4 Chicago Bulls PSA 10 GEM MINT,339.99,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-4-Chicago-Bulls-PSA-10-GEM-MINT-/387715903241,387715903241,,"Granada Hills,CA,USA",Graded,2024-12-11,2025-01-09,339.99,Active,10
1,Michael Jordan 1986 Fleer #57 Rookie BGS 8.5 📈🐐💥,6999.99,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-57-Rookie-BGS-8-5-/156626781628,156626781628,,"Tarzana,CA,USA",Graded,2025-01-08,2025-01-09,6999.99,Active,8
2,1986-87 Fleer #57 Michael Jordan Rookie Card RC Graded PSA 6.5 SHARP CENTERED,4899.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-Card-RC-Graded-PSA-6-5-SHARP-CENTERED-/387802521085,387802521085,,"Minneapolis,MN,USA",Graded,2025-01-08,2025-01-09,4899.0,Active,6
3,1986-87 FLEER #57 MICHAEL JORDAN ROOKIE RC BGS 9.5,15846.0,https://www.ebay.com/itm/1986-87-FLEER-57-MICHAEL-JORDAN-ROOKIE-RC-BGS-9-5-/306025876642,306025876642,,"New Castle,DE,USA",Graded,2025-01-09,2025-01-09,15846.0,Active,9
4,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 7.5 LOOKS NICER,1275.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-7-5-LOOKS-NICER-/387805682782,387805682782,,"Passaic,NJ,USA",Graded,2025-01-09,2025-01-09,1275.0,Active,7
8,1986 Fleer #57 Michael Jordan RC Rookie Card PSA 7 (Top Sports Cards),5499.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-RC-Rookie-Card-PSA-7-Top-Sports-Cards-/196933187176,196933187176,,"Boston,MA,USA",Graded,2025-01-07,2025-01-09,5499.0,Active,7
9,MICHAEL JORDAN PSA 2 1986 FLEER BASKETBALL #57 ROOKIE CARD RC BULLS HOF,2623.23,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-2-1986-FLEER-BASKETBALL-57-ROOKIE-CARD-RC-BULLS-HOF-/356445298430,356445298430,,"Ambler,PA,USA",Graded,2025-01-07,2025-01-09,2623.23,Active,2
10,1986-87 FLEER STICKER INSERTS #8 MICHAEL JORDAN ROOKIE RC BGS 9.5,2247.23,https://www.ebay.com/itm/1986-87-FLEER-STICKER-INSERTS-8-MICHAEL-JORDAN-ROOKIE-RC-BGS-9-5-/306025880564,306025880564,,"New Castle,DE,USA",Graded,2025-01-09,2025-01-09,2247.23,Active,9
11,1986 FLEER #57 MICHAEL JORDAN RC BULLS HOF PSA 7 Elite “Eye Appeal”,5999.99,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-RC-BULLS-HOF-PSA-7-Elite-Eye-Appeal-/126871662893,126871662893,,"Palmetto,FL,USA",Graded,2025-01-07,2025-01-09,5999.99,Active,7
12,1986 Fleer #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 8.5 Centering,5549.99,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-8-5-Centering-/375871756536,375871756536,,"Windsor,CO,USA",Graded,2024-12-17,2025-01-09,5549.99,Active,8
13,1986 Fleer Basketball #57 Michael Jordan Rookie Card RC Chicago Bulls PSA 9 (OC),1418.0,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-RC-Chicago-Bulls-PSA-9-OC-/176777164066,176777164066,,"Nampa,ID,USA",Graded,2025-01-07,2025-01-09,1418.0,Active,9
14,1986 Fleer Basketball #57 Michael Jordan Rookie Card RC Graded PSA 5 Centered,3999.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-RC-Graded-PSA-5-Centered-/405422374376,405422374376,,"Brooklyn,NY,USA",Graded,2024-12-15,2025-01-09,3999.99,Active,5
15,PSA 5 1986-87 Fleer #57 Michael Jordan RC Chicago Bulls,4099.97,https://www.ebay.com/itm/PSA-5-1986-87-Fleer-57-Michael-Jordan-RC-Chicago-Bulls-/365321720482,365321720482,,"Tacoma,WA,USA",Graded,2025-01-03,2025-01-09,4099.97,Active,5
16,1986-87 Fleer #57 Michael Jordan Rookie RC Beckett BGS 4 Chicago Bulls ,2799.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-RC-Beckett-BGS-4-Chicago-Bulls-/167107126027,167107126027,,"Vincentown,NJ,USA",Graded,2024-11-19,2025-01-09,2799.0,Active,4
17,Michael Jordan 1986-87 Fleer True RC Rookie #57 PSA 8 Centered Clean,8099.99,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-True-RC-Rookie-57-PSA-8-Centered-Clean-/405426862332,405426862332,,"Honolulu,HI,USA",Graded,2024-12-18,2025-01-09,8099.99,Active,8
18,"MICHAEL JORDAN "" 1986 "" FLEER STICKER #8 "" ROOKIE "" PSA 8 $$ !!!",1524.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-FLEER-STICKER-8-ROOKIE-PSA-8-/116441164373,116441164373,,"Marshalltown,IA,USA",Graded,2025-01-09,2025-01-09,1524.95,Active,8
19,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2489.0,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/256566287067,256566287067,,"North Canton,OH,USA",Graded,2024-07-08,2025-01-09,2489.0,Active,1
20,1986-87 Fleer BGS 6 Michael Jordan Rookie RC Chicago Bulls GOAT Air Jordan NBA,3850.0,https://www.ebay.com/itm/1986-87-Fleer-BGS-6-Michael-Jordan-Rookie-RC-Chicago-Bulls-GOAT-Air-Jordan-NBA-/286240016215,286240016215,,"Murfreesboro,TN,USA",Graded,2024-12-30,2025-01-09,3850.0,Active,6
22,1986 Fleer Michael Jordan RC! # 57 NM-MT PSA 8   Great Centering,7777.77,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-NM-MT-PSA-8-Great-Centering-/146107964699,146107964699,,"Boca Raton,FL,USA",Graded,2024-10-17,2025-01-09,7777.77,Active,8
23,PSA 6 1986 Fleer #57 Michael Jordan RC Chicago Bulls,4499.99,https://www.ebay.com/itm/PSA-6-1986-Fleer-57-Michael-Jordan-RC-Chicago-Bulls-/305985789450,305985789450,,"Honolulu,HI,USA",Graded,2024-12-19,2025-01-09,4499.99,Active,6
24,1986 Fleer #57 Michael Jordan RC Rookie PSA 8,7500.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-RC-Rookie-PSA-8-/365320529711,365320529711,,"Burbank,CA,USA",Graded,2025-01-03,2025-01-09,7500.0,Active,8
26,1986 Fleer #57 Michael Jordan  Rookie RC - PSA 1 - Grail Card!,2323.23,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-RC-PSA-1-Grail-Card-/375581679818,375581679818,,"Kansas City,MO,USA",Graded,2024-08-09,2025-01-09,2323.23,Active,1
27,Michael Jordan 1986 Fleer #57 PSA 9 Rookie Card RC. Free Shipping. Last one!,19100.0,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-57-PSA-9-Rookie-Card-RC-Free-Shipping-Last-one-/286252866106,286252866106,,"Kent,OH,USA",Graded,2025-01-07,2025-01-09,19100.0,Active,9
29,MICHAEL JORDAN 1986 FLEER #57 ROOKIE RC BGS 8 WITH TWO 9 SUBS FREE SH,6499.99,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-FLEER-57-ROOKIE-RC-BGS-8-TWO-9-SUBS-FREE-SH-/356403951005,356403951005,,Canada,Graded,2024-12-26,2025-01-09,6499.99,Active,8
30,1986 Fleer Michael Jordan #57 Rookie RC BGS 4.5,3500.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-Rookie-RC-BGS-4-5-/335548912517,335548912517,,"Raleigh,NC,USA",Graded,2024-08-26,2025-01-09,3500.0,Active,4
32,1986 Fleer Michael Jordan ROOKIE CARD #57 BGS 4 w/ HIGH SUBS 9/7/6.5 UNDERGRADED,3499.99,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-ROOKIE-CARD-57-BGS-4-w-HIGH-SUBS-9-7-6-5-UNDERGRADED-/186714462936,186714462936,,"Holyoke,MA,USA",Graded,2024-10-03,2025-01-09,3499.99,Active,4
33,1986-87 Fleer Michael Jordan RC Rookie #57 BGS 2. Centering 8.5!,2499.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-RC-Rookie-57-BGS-2-Centering-8-5-/275773104006,275773104006,,"Beverly Hills,CA,USA",Graded,2023-04-02,2025-01-09,2499.99,Active,2
34,1986 Fleer #57 Michael JORDAN - PSA 10+++ RC HOF Bulls,299999.99,https://www.ebay.com/itm/1986-Fleer-57-Michael-JORDAN-PSA-10-RC-HOF-Bulls-/285746563521,285746563521,,"Buffalo Grove,IL,USA",Graded,2024-03-04,2025-01-09,299999.99,Active,10
37,1986 Fleer Sticker # 8 Michael Jordan RC PSA 4 VG-EX,525.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-RC-PSA-4-VG-EX-/267119058214,267119058214,,"Lincoln,NE,USA",Graded,2025-01-08,2025-01-09,525.0,Active,4
38,1986-87 FLEER MICHAEL JORDAN BGS 7.5,4999.99,https://www.ebay.com/itm/1986-87-FLEER-MICHAEL-JORDAN-BGS-7-5-/306026287959,306026287959,,"New Castle,DE,USA",Graded,2025-01-08,2025-01-09,4999.99,Active,7
39,"Michael Jordan Rookie Card RC Bulls Fleer 1986 #57 BGS 8.5 (8.5, 9, 8, 9) Subs",8299.0,https://www.ebay.com/itm/Michael-Jordan-Rookie-Card-RC-Bulls-Fleer-1986-57-BGS-8-5-8-5-9-8-9-Subs-/326388760425,326388760425,,"Corbin,KY,USA",Graded,2024-12-30,2025-01-09,8299.0,Active,8
40,1986 Fleer Basketball #57 Michael Jordan RC Rookie card PSA 1 PR,2249.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-card-PSA-1-PR-/296921220633,296921220633,,"Rochester,NY,USA",Graded,2025-01-03,2025-01-09,2249.99,Active,1
42,1986 FLEER #57 MICHAEL JORDAN RC BULLS HOF PSA 7 M3K,6000.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-RC-BULLS-HOF-PSA-7-M3K-/396087328119,396087328119,,"Arcata,CA,USA",Graded,2025-01-03,2025-01-09,6000.0,Active,7
43,1986-87 Fleer #57 Michael Jordan Rookie RC BGS 8 NM | Strong Sub-grades,6300.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-RC-BGS-8-NM-Strong-Sub-grades-/396064925944,396064925944,,"Newington,CT,USA",Graded,2024-12-28,2025-01-09,6300.0,Active,8
44,1986-87 Fleer #57 Michael Jordan Rookie Card RC - PSA 6 - UnderGraded ?,4999.95,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-Card-RC-PSA-6-UnderGraded-/226279143175,226279143175,,"McKees Rocks,PA,USA",Graded,2024-08-05,2025-01-09,4999.95,Active,6
45,MICHAEL JORDAN BGS 9.5 1986-87 FLEER BASKETBALL #57 ROOKIE RC BULLS 10 SURFACE!,35999.99,https://www.ebay.com/itm/MICHAEL-JORDAN-BGS-9-5-1986-87-FLEER-BASKETBALL-57-ROOKIE-RC-BULLS-10-SURFACE-/176719523106,176719523106,,"Portsmouth,NH,USA",Graded,2024-12-04,2025-01-09,35999.99,Active,9
46,1986 Fleer MICHAEL JORDAN #57 PSA 8 - CENTERED and AMAZING EYE APPEAL - LOOK,8800.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-PSA-8-CENTERED-and-AMAZING-EYE-APPEAL-LOOK-/135434551093,135434551093,,"Doylestown,PA,USA",Graded,2024-12-10,2025-01-09,8800.0,Active,8
48,1986-87 FLEER MICHAEL JORDAN ROOKIE RC BGS 7.5,4499.95,https://www.ebay.com/itm/1986-87-FLEER-MICHAEL-JORDAN-ROOKIE-RC-BGS-7-5-/315973542702,315973542702,,"Federal Way,WA,USA",Graded,2024-11-18,2025-01-09,4499.95,Active,7
49,1986 Fleer Michael Jordan RC #57 BGS 8.5 🔥 Rookie Card 🐐 GOAT Legend 🏀 Iconic,15000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-BGS-8-5-Rookie-Card-GOAT-Legend-Iconic-/196934849647,196934849647,,Canada,Graded,2025-01-07,2025-01-09,15000.0,Active,8
50,1986 FLEER MICHAEL JORDAN ROOKIE CARD #57 ***AMAZING EYE APPEAL*** PSA 1.5 FAIR,2998.99,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-CARD-57-AMAZING-EYE-APPEAL-PSA-1-5-FAIR-/196383632934,196383632934,,"East Lansing,MI,USA",Graded,2024-05-07,2025-01-09,2998.99,Active,1
51,"MICHAEL JORDAN "" 1986 "" FLEER STICKER #8 "" ROOKIE "" PSA 8 $$ !!!",1494.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-FLEER-STICKER-8-ROOKIE-PSA-8-/126873651065,126873651065,,"Marshalltown,IA,USA",Graded,2025-01-09,2025-01-09,1494.95,Active,8
52,MICHAEL JORDAN 1986-87 FLEER PREMIER ROOKIE #57 BULLS NEAR MINT BGS 7,4899.99,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-PREMIER-ROOKIE-57-BULLS-NEAR-MINT-BGS-7-/156404715380,156404715380,,"Dunbar,WV,USA",Graded,2024-09-12,2025-01-09,4899.99,Active,7
53,1986 Fleer Michael Jordan Rookie BGS 9.5 Dead Centered,75000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-Rookie-BGS-9-5-Dead-Centered-/296931638179,296931638179,,"Manhattan,KS,USA",Graded,2025-01-08,2025-01-09,75000.0,Active,9
54,1986-87 Fleer - #57 MICHAEL JORDAN ROOKIE - BGS 6 EX-MT,4250.0,https://www.ebay.com/itm/1986-87-Fleer-57-MICHAEL-JORDAN-ROOKIE-BGS-6-EX-MT-/135450512663,135450512663,,"Vancouver,WA,USA",Graded,2024-12-18,2025-01-09,4250.0,Active,6
55,1986-87 Fleer - #57 Michael Jordan (RC) BGS 9.5 GEM MINT,42000.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-BGS-9-5-GEM-MINT-/226520907687,226520907687,,"Escondido,CA,USA",Graded,2024-12-31,2025-01-09,42000.0,Active,9
57,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 8,1275.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-8-/306028413173,306028413173,,"New Castle,DE,USA",Graded,2025-01-09,2025-01-09,1275.0,Active,8
58,1986-87 Fleer Michael Jordan Rookie Card RC #57 PSA 5 Chicago Bulls EX,4200.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-RC-57-PSA-5-Chicago-Bulls-EX-/176732301770,176732301770,,"Marion,KS,USA",Graded,2024-12-12,2025-01-09,4200.0,Active,5
60,1986 FLEER #57 MICHAEL JORDAN ROOKIE RC PSA 6,4395.6,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-ROOKIE-RC-PSA-6-/306024088064,306024088064,,"New Castle,DE,USA",Graded,2025-01-06,2025-01-09,4395.6,Active,6
63,+ 1986-87 Fleer #57 Michael Jordan RC Rookie HOF PSA 1 Awesome Centering!,2499.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Rookie-HOF-PSA-1-Awesome-Centering-/405250093389,405250093389,,"Mountain Lakes,NJ,USA",Graded,2024-09-25,2025-01-09,2499.0,Active,1
64,1986-87 Fleer #57 Michael Jordan Rookie Card RC Graded PSA 6.5 SHARP CENTERED,4899.95,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-Card-RC-Graded-PSA-6-5-SHARP-CENTERED-/326377923534,326377923534,,"Princeton,WV,USA",Graded,2024-12-20,2025-01-09,4899.95,Active,6
65,1986 FLEER #57 MICHAEL JORDAN RC BULLS HOF PSA 8 NM-MT C7,8200.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-RC-BULLS-HOF-PSA-8-NM-MT-C7-/205211594702,205211594702,,"San Jose,CA,USA",Graded,2025-01-07,2025-01-09,8200.0,Active,8
66,"1986 Fleer Michael Jordan, #57, PSA 8. Gorgeous! GOAT 🔥",7350.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-Gorgeous-GOAT-/335750227841,335750227841,,"Fall City,WA,USA",Graded,2024-12-29,2025-01-09,7350.0,Active,8
67,1986 Fleer Basketball #57 Michael Jordan RC Rookie HOF PSA 9 top 5%,19999.0,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-PSA-9-top-5-/267097131547,267097131547,,"Pittsfield,MA,USA",Graded,2024-12-14,2025-01-09,19999.0,Active,9
68,"1986 Fleer #57 Michael Jordan RC Rookie BGS 9 Mint +. Subs 9, 9.5, 9, 9.",16994.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-RC-Rookie-BGS-9-Mint-Subs-9-9-5-9-9-/186856200762,186856200762,,"Seattle,WA,USA",Graded,2024-12-28,2025-01-09,16994.0,Active,9
69,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF PSA 7 eBay Certified,5650.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-PSA-7-eBay-Certified-/156422733548,156422733548,,"Valley,NE,USA",Graded,2024-09-23,2025-01-09,5650.0,Active,7
70,Michael Jordan Rookie Card 1986-87 Fleer #57 BGS 8.5,8000.0,https://www.ebay.com/itm/Michael-Jordan-Rookie-Card-1986-87-Fleer-57-BGS-8-5-/365218957340,365218957340,,"Arlington,TX,USA",Graded,2024-11-07,2025-01-09,8000.0,Active,8
71,1986 Fleer Basketball NBA Michael Jordan rookie card RC #57 PSA 7 NEAR MINT,5499.99,https://www.ebay.com/itm/1986-Fleer-Basketball-NBA-Michael-Jordan-rookie-card-RC-57-PSA-7-NEAR-MINT-/146284536778,146284536778,,USA,Graded,2024-12-20,2025-01-09,5499.99,Active,7
72,1986 Fleer Michael Jordan #57 Rookie RC PSA 7 Dead Centered Trade For Rolex Sub,6000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-Rookie-RC-PSA-7-Dead-Centered-Trade-Rolex-Sub-/167229175431,167229175431,,"Chicago,IL,USA",Graded,2025-01-03,2025-01-09,6000.0,Active,7
73,MICHAEL JORDAN BGS 9.5 1986-87 FLEER BASKETBALL #57 ROOKIE RC BULLS 9.5 CENTER!,36999.99,https://www.ebay.com/itm/MICHAEL-JORDAN-BGS-9-5-1986-87-FLEER-BASKETBALL-57-ROOKIE-RC-BULLS-9-5-CENTER-/176719523054,176719523054,,"Portsmouth,NH,USA",Graded,2024-12-04,2025-01-09,36999.99,Active,9
74,1986 Fleer Michael Jordan #57 Rookie Card Authenticated PSA 8 ,8950.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-Rookie-Card-Authenticated-PSA-8-/226534142352,226534142352,,"Woodbridge,VA,USA",Graded,2025-01-08,2025-01-09,8950.0,Active,8
75,1986-87 Fleer Michael Jordan Stickers #8 PSA 7 Bulls,322.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Stickers-8-PSA-7-Bulls-/375913300259,375913300259,,"Henrico,VA,USA",Graded,2025-01-09,2025-01-09,322.0,Active,7
76,Michael Jordan -1986 Fleer #57 - Rookie Card Chicago Bulls--PSA 5--Comment free!,4250.0,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-57-Rookie-Card-Chicago-Bulls-PSA-5-Comment-free-/135482364739,135482364739,,"Seattle,WA,USA",Graded,2025-01-04,2025-01-09,4250.0,Active,5
77,1986 Fleer #57 Michael Jordan Rookie Card PSA 6 EX-MT,4700.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-Card-PSA-6-EX-MT-/375763663959,375763663959,,"Rapid City,SD,USA",Graded,2024-11-04,2025-01-09,4700.0,Active,6
78,1986-87 Fleer #57 Michael Jordan Rookie RC BGS 7 Near MINT,4739.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-RC-BGS-7-Near-MINT-/286241093177,286241093177,,"Stony Brook,NY,USA",Graded,2025-01-03,2025-01-09,4739.0,Active,7
79,Michael Jordan  1986 FLEER #57 Rookie Card - BGS 8 9.5 CENTERING!!  VERY CLEAN!!,7999.99,https://www.ebay.com/itm/Michael-Jordan-1986-FLEER-57-Rookie-Card-BGS-8-9-5-CENTERING-VERY-CLEAN-/326389014928,326389014928,,"Pflugerville,TX,USA",Graded,2024-12-31,2025-01-09,7999.99,Active,8
80,1986 fleer sticker michael jordan PSA 8 st,975.0,https://www.ebay.com/itm/1986-fleer-sticker-michael-jordan-PSA-8-st-/146305840608,146305840608,,"Groveland,MA,USA",Graded,2024-12-31,2025-01-09,975.0,Active,8
82,1986-87 Fleer Michael Jordan RC Rookie #57 BGS 3.5.,2999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-RC-Rookie-57-BGS-3-5-/275814403921,275814403921,,"Beverly Hills,CA,USA",Graded,2023-04-23,2025-01-09,2999.99,Active,3
83,1986 Fleer #57 Michael Jordan Rookie HOF Bulls PSA 8.5 Well Centered,13950.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-HOF-Bulls-PSA-8-5-Well-Centered-/356393585936,356393585936,,"Millburn,NJ,USA",Graded,2024-12-20,2025-01-09,13950.0,Active,8
84,MICHAEL JORDAN 1986-87 FLEER #57 ROOKIE CARD PSA 1.5 (BEAUTIFUL 50/50 CENTERING),3499.99,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-57-ROOKIE-CARD-PSA-1-5-BEAUTIFUL-50-50-CENTERING-/155780133143,155780133143,,"Fairfax,VA,USA",Graded,2023-09-19,2025-01-09,3499.99,Active,1
85,"1986-87 Fleer #57 Michael Jordan Rookie RC BGS 8 NM | Subgrades: 7.5,9.5,9,8",6299.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-RC-BGS-8-NM-Subgrades-7-5-9-5-9-8-/167082682991,167082682991,,"Farmington,MI,USA",Graded,2024-11-11,2025-01-09,6299.0,Active,8
86,1986-87 Fleer - #57 Michael Jordan (RC) PSA 9 MINT!  Pack Fresh!!,19899.99,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-PSA-9-MINT-Pack-Fresh-/186879832556,186879832556,,"Pioneer,CA,USA",Graded,2025-01-07,2025-01-09,19899.99,Active,9
87,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 4 VG-EX Centering 🔥🔥 XMAS BULLS,3729.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-4-VG-EX-Centering-XMAS-BULLS-/405416103949,405416103949,,"Prairieville,LA,USA",Graded,2024-12-12,2025-01-09,3729.0,Active,4
88,1986-87 Fleer Michael Jordan Rookie RC #57 PSA 4.5 VG-EX+ 7172,3799.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-57-PSA-4-5-VG-EX-7172-/405420881467,405420881467,,"Plainfield,CT,USA",Graded,2024-12-14,2025-01-09,3799.0,Active,4
90,1986 Fleer Michael Jordan RC #57 BGS 8.5 🔥 Rookie Card 🐐 GOAT Legend 🏀 Iconic,6799.99,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-BGS-8-5-Rookie-Card-GOAT-Legend-Iconic-/356434117751,356434117751,,"Staten Island,NY,USA",Graded,2025-01-04,2025-01-09,6799.99,Active,8
91,1986-87 Fleer #57 Michael Jordan Rookie Card RC PSA 6.5,4799.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-Card-RC-PSA-6-5-/226500068726,226500068726,,"San Jose,CA,USA",Graded,2024-12-16,2025-01-09,4799.0,Active,6
92,1986 87 FLEER #57 Michael Jordan BGS4.5 with 8 Cent. great eye Appeal UNDERRATED,3745.0,https://www.ebay.com/itm/1986-87-FLEER-57-Michael-Jordan-BGS4-5-8-Cent-great-eye-Appeal-UNDERRATED-/234700075871,234700075871,,"New Port Richey,FL,USA",Graded,2022-09-18,2025-01-09,3745.0,Active,4
96,"1986 Fleer MICHAEL JORDAN #57 Rookie RC BGS4, BGS 9 on Surface",3500.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-BGS4-BGS-9-Surface-/167166784518,167166784518,,"Austin,TX,USA",Graded,2024-12-11,2025-01-09,3500.0,Active,4
