,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
354,1986 FLEER BASKETBALL MICHAEL JORDAN RC STICKER #8 BGS 6.5 (POWERFUL SUB GRADES),1300.0,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-MICHAEL-JORDAN-RC-STICKER-8-BGS-6-5-POWERFUL-SUB-GRADES-/404812483198,404812483198,,"Bethlehem,PA,USA",Graded,2024-02-21,2025-01-09,1300.0,Active,6
355,1986 Fleer Basketball MAURICE LUCAS PSA 7 NM GRADED Set Break Sale MARQUETTE!,16.95,https://www.ebay.com/itm/1986-Fleer-Basketball-MAURICE-LUCAS-PSA-7-NM-GRADED-Set-Break-Sale-MARQUETTE-/316102239876,316102239876,,"Gainesville,TX,USA",Graded,2025-01-03,2025-01-09,16.95,Active,7
356,1986 Fleer Sticker Michael Jordan #8 PSA 6 (8859),795.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-8-PSA-6-8859-/387231604651,387231604651,,"Saint Augustine,FL,USA",Graded,2024-07-23,2025-01-09,795.0,Active,6
357,1986 Michael Jordan Rookie Bulls Schedule BGS 8 Mint - Pre Fleer #57 SUPER RARE,349.0,https://www.ebay.com/itm/1986-Michael-Jordan-Rookie-Bulls-Schedule-BGS-8-Mint-Pre-Fleer-57-SUPER-RARE-/146148180990,146148180990,,"Waconia,MN,USA",Graded,2024-11-01,2025-01-09,349.0,Active,8
358,1986 Fleer Basketball MARQUES JOHNSON #54 PSA 7 NEAR MINT GRADED Set Break Sale,16.25,https://www.ebay.com/itm/1986-Fleer-Basketball-MARQUES-JOHNSON-54-PSA-7-NEAR-MINT-GRADED-Set-Break-Sale-/316091588006,316091588006,,"Gainesville,TX,USA",Graded,2024-12-31,2025-01-09,16.25,Active,7
359,1986 Fleer Basketball ALVIN ROBERTSON #92 PSA 7 NM GRADED Set Break ARKANSAS !,18.95,https://www.ebay.com/itm/1986-Fleer-Basketball-ALVIN-ROBERTSON-92-PSA-7-NM-GRADED-Set-Break-ARKANSAS-/316091579077,316091579077,,"Gainesville,TX,USA",Graded,2024-12-31,2025-01-09,18.95,Active,7
360,MICHAEL JORDAN 86-87 1986 Fleer #8 STICKER STICKERS RC ROOKIE PSA 5 EX ! BULLS !,699.99,https://www.ebay.com/itm/MICHAEL-JORDAN-86-87-1986-Fleer-8-STICKER-STICKERS-RC-ROOKIE-PSA-5-EX-BULLS-/395880351742,395880351742,,USA,Graded,2024-11-08,2025-01-09,699.99,Active,5
361,1986-87 Fleer Stickers Rookie Michael Jordan #8 BGS 7 BG6,949.5,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Rookie-Michael-Jordan-8-BGS-7-BG6-/256775870574,256775870574,,"Orlando,FL,USA",Graded,2025-01-08,2025-01-09,949.5,Active,7
362,1986 FLEER #57 MICHAEL JORDAN ROOKIE RC PSA 8,9250.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-ROOKIE-RC-PSA-8-/306025853276,306025853276,,"New Castle,DE,USA",Graded,2025-01-07,2025-01-09,9250.0,Active,8
363,1986 Fleer Basketball DARRYL DAWKINS #24 PSA 7 NM - MINT GRADED Set Break Sale !,26.95,https://www.ebay.com/itm/1986-Fleer-Basketball-DARRYL-DAWKINS-24-PSA-7-NM-MINT-GRADED-Set-Break-Sale-/316091572961,316091572961,,"Gainesville,TX,USA",Graded,2024-12-31,2025-01-09,26.95,Active,7
364,Michael Jordan 1986-87 Fleer #57 RC BGS 9.5 Gem Mint Rookie Card Quad 9.5 Subs,75000.0,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-57-RC-BGS-9-5-Gem-Mint-Rookie-Card-Quad-9-5-Subs-/174646464716,174646464716,,"Erie,PA,USA",Graded,2021-02-21,2025-01-09,75000.0,Active,9
365,1986 Fleer Basketball JACK SIKMA #102 PSA 8 NM-MINT GRADED Set Break Sale !,21.5,https://www.ebay.com/itm/1986-Fleer-Basketball-JACK-SIKMA-102-PSA-8-NM-MINT-GRADED-Set-Break-Sale-/316111625614,316111625614,,"Gainesville,TX,USA",Graded,2025-01-07,2025-01-09,21.5,Active,8
366,Michael Jordan 1986-87 Fleer Basketball Rookie Sticker RC #8 BGS 6.5,899.99,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-Basketball-Rookie-Sticker-RC-8-BGS-6-5-/326009320906,326009320906,,"Indianapolis,IN,USA",Graded,2024-02-14,2025-01-09,899.99,Active,6
368,1986 Fleer Sticker #8 Michael Jordan Rookie PSA 9 MBA SILVER DIAMOND/HIGH END++,12000.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-Rookie-PSA-9-MBA-SILVER-DIAMOND-HIGH-END-/326347536752,326347536752,,"Englewood,FL,USA",Graded,2024-11-22,2025-01-09,12000.0,Active,9
369,1998 Fleer 23KT Gold Michael Jordan Holo Foil Auto 1986 Tribute PSA 8 NM-MT ,70.48,https://www.ebay.com/itm/1998-Fleer-23KT-Gold-Michael-Jordan-Holo-Foil-Auto-1986-Tribute-PSA-8-NM-MT-/326218226883,326218226883,,"Elgin,SC,USA",Graded,2024-07-31,2025-01-09,70.48,Active,8
371,1986-87 Fleer #57 Michael Jordan PSA 8,9999.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-PSA-8-/305304869432,305304869432,,"Ava,MO,USA",Graded,2023-12-07,2025-01-09,9999.0,Active,8
372,1986 Fleer Sticker Michael Jordan BGS 9.5 Rookie,24000.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-BGS-9-5-Rookie-/126756426943,126756426943,,"Berlin,NH,USA",Graded,2024-11-03,2025-01-09,24000.0,Active,9
373,Michael Jordan 1986-87 Fleer #57 Rookie Card BGS 7.5 Near Mint+,5699.99,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-57-Rookie-Card-BGS-7-5-Near-Mint-/255650779469,255650779469,,"Pearland,TX,USA",Graded,2022-07-28,2025-01-09,5699.99,Active,7
374,1996-97 Fleer Ultra Premiere Decade 1986 Reprints Michael Jordan #U-4 PSA 7 HOF,73.85,https://www.ebay.com/itm/1996-97-Fleer-Ultra-Premiere-Decade-1986-Reprints-Michael-Jordan-U-4-PSA-7-HOF-/256766751302?var=557225305939,256766751302,,"Auburn,WA,USA",Graded,2024-12-30,2025-01-09,73.85,Active,7
375,1986 Fleer #57 Michael Jordan Rookie Card PSA 9 MINT,29000.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-Card-PSA-9-MINT-/295885083340,295885083340,,"Potomac,MD,USA",Graded,2023-08-18,2025-01-09,29000.0,Active,9
376,1986-87 Fleer Stickers Michael Jordan Rookie PSA 7 #8,1200.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-Rookie-PSA-7-8-/235499024991,235499024991,,"Henderson,TN,USA",Graded,2024-03-31,2025-01-09,1200.0,Active,7
377,1986 Fleer Basketball RALPH SAMPSON #97 PSA 8 NM-MINT GRADED Set Break VIRGINIA,26.95,https://www.ebay.com/itm/1986-Fleer-Basketball-RALPH-SAMPSON-97-PSA-8-NM-MINT-GRADED-Set-Break-VIRGINIA-/316111621962,316111621962,,"Gainesville,TX,USA",Graded,2025-01-07,2025-01-09,26.95,Active,8
378,1986 Fleer Basketball ERIC FLOYD #34 PSA6 EX-MINT GRADED Set Break GEORGETOWN !,14.95,https://www.ebay.com/itm/1986-Fleer-Basketball-ERIC-FLOYD-34-PSA6-EX-MINT-GRADED-Set-Break-GEORGETOWN-/316091573258,316091573258,,"Gainesville,TX,USA",Graded,2024-12-31,2025-01-09,14.95,Active,6
381,1987 Fleer Michael Jordan Rookie Card PSA 6 Excellent Mint | Bulls | #57,4999.0,https://www.ebay.com/itm/1987-Fleer-Michael-Jordan-Rookie-Card-PSA-6-Excellent-Mint-Bulls-57-/196329470208,196329470208,,"Hartsville,TN,USA",Graded,2024-04-04,2025-01-09,4999.0,Active,6
382,1986 Fleer Basketball ALEX ENGLISH #30 PSA 6 EX GRADED Set Break Sale ! Nuggets,15.95,https://www.ebay.com/itm/1986-Fleer-Basketball-ALEX-ENGLISH-30-PSA-6-EX-GRADED-Set-Break-Sale-Nuggets-/316091576604,316091576604,,"Gainesville,TX,USA",Graded,2024-12-31,2025-01-09,15.95,Active,6
383,1986-87 Fleer #57 Michael Jordan (BGS 8.5) !!!! Hall of Fame (Rookie Card) !!!!,11999.95,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-BGS-8-5-Hall-Fame-Rookie-Card-/403584684221,403584684221,,"Painesville,OH,USA",Graded,2022-04-05,2025-01-09,11999.95,Active,8
384,1986 Fleer Michael Jordan Rookie #57 PSA 6 P1233,11900.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-Rookie-57-PSA-6-P1233-/356086314456,356086314456,,"Arlington Heights,IL,USA",Graded,2024-09-25,2025-01-09,11900.0,Active,6
385,1986 FLEER #57 MICHAEL JORDAN ROOKIE RC PSA 9,24000.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-ROOKIE-RC-PSA-9-/306019329913,306019329913,,"New Castle,DE,USA",Graded,2025-01-04,2025-01-09,24000.0,Active,9
386,1986 Fleer Basketball DARYL DAWKINS #24 PSA 8 NM-Mint GRADED Set Break Sale !,25.9,https://www.ebay.com/itm/1986-Fleer-Basketball-DARYL-DAWKINS-24-PSA-8-NM-Mint-GRADED-Set-Break-Sale-/316109056555,316109056555,,"Gainesville,TX,USA",Graded,2025-01-06,2025-01-09,25.9,Active,8
387,Michael Jordan 1986 Fleer Sticker RC #8 PSA 8 NM-MT (OC),1999.0,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-Sticker-RC-8-PSA-8-NM-MT-OC-/196900089550,196900089550,,Australia,Graded,2024-12-18,2025-01-09,1999.0,Active,8
388,1986 Fleer #132 Checklist 1-132 Michael Jordan is #57 on Front PSA 6 EX-MT,75.0,https://www.ebay.com/itm/1986-Fleer-132-Checklist-1-132-Michael-Jordan-57-Front-PSA-6-EX-MT-/154943615940,154943615940,,"Seattle,WA,USA",Graded,2022-04-11,2025-01-09,75.0,Active,6
389,1986-87 Merchante Michael Jordan Rookie BGS 2 *Rare* Chicago Bulls GOAT,1099.0,https://www.ebay.com/itm/1986-87-Merchante-Michael-Jordan-Rookie-BGS-2-Rare-Chicago-Bulls-GOAT-/204222938610,204222938610,,"Miami Beach,FL,USA",Graded,2023-01-23,2025-01-09,1099.0,Active,2
390,Low POP! PSA 7 Michael Jordan 1999 Fleer 23K Gold 1986 Retirement Red Signature,99.0,https://www.ebay.com/itm/Low-POP-PSA-7-Michael-Jordan-1999-Fleer-23K-Gold-1986-Retirement-Red-Signature-/176311328306,176311328306,,"San Francisco,CA,USA",Graded,2024-03-30,2025-01-09,99.0,Active,7
391,1996 Fleer Decade of Excellence 4 Michael Jordan  PSA 9 (1986 Rookie Style) ,99.99,https://www.ebay.com/itm/1996-Fleer-Decade-Excellence-4-Michael-Jordan-PSA-9-1986-Rookie-Style-/205018845361,205018845361,,"Ogden,UT,USA",Graded,2024-09-29,2025-01-09,99.99,Active,9
392,2009 UPPER DECK MICHAEL JORDAN LEGACY GOLD 1986 FLEER ROOKIE PSA 10 GEM MINT ,1999.95,https://www.ebay.com/itm/2009-UPPER-DECK-MICHAEL-JORDAN-LEGACY-GOLD-1986-FLEER-ROOKIE-PSA-10-GEM-MINT-/224336601458,224336601458,,"Oak Lawn,IL,USA",Graded,2021-02-02,2025-01-09,1999.95,Active,10
393,"1986-87 Fleer Michael Jordan Rookie Card RC #57 BGS 7.5 Bulls NM+ With 2 9s, 8,7",6499.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-RC-57-BGS-7-5-Bulls-NM-2-9s-8-7-/314095439801,314095439801,,"Fletcher,NC,USA",Graded,2022-08-04,2025-01-09,6499.99,Active,7
394,1986-87 Fleer #57 Michael Jordan BGS 8 !!!! (HOF) Rookie Card !!!!,10499.95,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-BGS-8-HOF-Rookie-Card-/403584675809,403584675809,,"Painesville,OH,USA",Graded,2022-04-05,2025-01-09,10499.95,Active,8
395,1986-87 Fleer Stickers #8 Michael Jordan RC BGS 7,1499.95,https://www.ebay.com/itm/1986-87-Fleer-Stickers-8-Michael-Jordan-RC-BGS-7-/155519758743,155519758743,,"Calabasas,CA,USA",Graded,2023-04-23,2025-01-09,1499.95,Active,7
397,1986 Fleer  Sticker #8 Michael Jordan RC PSA 7 NR MINT- New Slab-Just Graded,1049.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-RC-PSA-7-NR-MINT-New-Slab-Just-Graded-/146248461743,146248461743,,"Simi Valley,CA,USA",Graded,2024-12-06,2025-01-09,1049.0,Active,7
398,1986-87:Michael Jordan Fleer Rookie #57 BGS 6 (Subs Grades 5/9/9/9) HOF 🔥🔥🔥🔥,8500.0,https://www.ebay.com/itm/1986-87-Michael-Jordan-Fleer-Rookie-57-BGS-6-Subs-Grades-5-9-9-9-HOF-/386122320235,386122320235,,Canada,Graded,2023-09-16,2025-01-09,8500.0,Active,6
399,1986 FLEER STICKER MICHAEL JORDAN ROOKIE #8 PSA 8.5 NM-MT+ (PWCC-E),3681.45,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-ROOKIE-8-PSA-8-5-NM-MT-PWCC-E-/186742667366,186742667366,,"Dallas,TX,USA",Graded,2024-10-22,2025-01-09,3681.45,Active,8
400,1986-87 FLEER BASKETBALL STICKERS #8 MICHAEL JORDAN RC ROOKIE PSA 5 EX,699.99,https://www.ebay.com/itm/1986-87-FLEER-BASKETBALL-STICKERS-8-MICHAEL-JORDAN-RC-ROOKIE-PSA-5-EX-/134918354569,134918354569,,"Northville,MI,USA",Graded,2024-02-02,2025-01-09,699.99,Active,5
401,1986 Fleer Basketball LARRY NANCE #78 PSA 6 EX-MINT GRADED Set Break Clemson !,15.5,https://www.ebay.com/itm/1986-Fleer-Basketball-LARRY-NANCE-78-PSA-6-EX-MINT-GRADED-Set-Break-Clemson-/316102240675,316102240675,,"Gainesville,TX,USA",Graded,2025-01-03,2025-01-09,15.5,Active,6
402,Michael Jordan 1986-87 Fleer Sticker Rookie Card #8 PSA 9 MINT (ST) RC,2750.0,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-Sticker-Rookie-Card-8-PSA-9-MINT-ST-RC-/164174442620,164174442620,,"Erie,PA,USA",Graded,2020-04-25,2025-01-09,2750.0,Active,9
403,Michael Jordan 1986 Fleer Sticker #8 RC ROOKIE PSA 3 Fanatics Top 15% Eye Appeal,1499.99,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-Sticker-8-RC-ROOKIE-PSA-3-Fanatics-Top-15-Eye-Appeal-/235838906271,235838906271,,"New Castle,DE,USA",Graded,2024-11-20,2025-01-09,1499.99,Active,3
405,1986 FLEER MICHAEL JORDAN ROOKIE RC BGS 5.5,585.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-RC-BGS-5-5-/305983807887,305983807887,,"New Castle,DE,USA",Graded,2024-12-19,2025-01-09,585.0,Active,5
406,1986 Fleer #57 Michael Jordan BGS 8 Rookie Card RC,7777.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-BGS-8-Rookie-Card-RC-/155153881697,155153881697,,"Bismarck,ND,USA",Graded,2022-09-08,2025-01-09,7777.0,Active,8
407,1986 Fleer Basketball Michael Jordan Sticker #8 PSA 7.5 RC Population of Only 35,2500.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Michael-Jordan-Sticker-8-PSA-7-5-RC-Population-Only-35-/403731127326,403731127326,,"Bethlehem,PA,USA",Graded,2022-06-21,2025-01-09,2500.0,Active,7
408,1986 Fleer Basketball Michael Cooper #17 PSA 7 NEAR MINT GRADED Set Break Sale !,16.95,https://www.ebay.com/itm/1986-Fleer-Basketball-Michael-Cooper-17-PSA-7-NEAR-MINT-GRADED-Set-Break-Sale-/316102287858,316102287858,,"Gainesville,TX,USA",Graded,2025-01-03,2025-01-09,16.95,Active,7
409,Michael Jordan Fleer 1986 Rc PSA 6,8999.99,https://www.ebay.com/itm/Michael-Jordan-Fleer-1986-Rc-PSA-6-/395468660223,395468660223,,Canada,Graded,2024-06-14,2025-01-09,8999.99,Active,6
410,1985 Bulls Interlake Michael Jordan RC #1 - BGS 7.5 NM+ - RARE!,4800.0,https://www.ebay.com/itm/1985-Bulls-Interlake-Michael-Jordan-RC-1-BGS-7-5-NM-RARE-/393895585069,393895585069,,"Sylmar,CA,USA",Graded,2022-01-23,2025-01-09,4800.0,Active,7
411,Michael Jordan ~ 1986-87 ~ Fleer Basketball Rookie Sticker ~ RC #8 ~ BGS 6.5,1099.0,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-Basketball-Rookie-Sticker-RC-8-BGS-6-5-/166261649081,166261649081,,"Salt Lake City,UT,USA",Graded,2023-08-04,2025-01-09,1099.0,Active,6
412,1986 Fleer Sticker Michael Jordan Rookie #8 PSA 8,1599.99,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-Rookie-8-PSA-8-/296115714993,296115714993,,"San Diego,CA,USA",Graded,2023-12-18,2025-01-09,1599.99,Active,8
413,HIT PARADE 1986-87 Fleer PSA 8 Series 15 Jordan Barkley Malone Rc  Box #117/132,300.0,https://www.ebay.com/itm/HIT-PARADE-1986-87-Fleer-PSA-8-Series-15-Jordan-Barkley-Malone-Rc-Box-117-132-/235809889270,235809889270,,"Eldridge,IA,USA",Graded,2024-10-30,2025-01-09,300.0,Active,8
414,1986/1987 FLEER MICHAEL JORDAN STICKER #2 - BCCG BGS 10 MINT+,1500.0,https://www.ebay.com/itm/1986-1987-FLEER-MICHAEL-JORDAN-STICKER-2-BCCG-BGS-10-MINT-/126724187968,126724187968,,"Franklin,TN,USA",Graded,2024-10-15,2025-01-09,1500.0,Active,10
415,1986-87 Fleer Basketball #53 Magic Johnson BGS 7 NEAR MINT,65.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-53-Magic-Johnson-BGS-7-NEAR-MINT-/335541002942,335541002942,,"Los Angeles,CA,USA",Graded,2024-08-21,2025-01-09,65.0,Active,7
416,Michael Jordan 1986 Fleer Sticker Rookie Card #8 - PSA 6 EX-MT - Looks Better,799.95,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-Sticker-Rookie-Card-8-PSA-6-EX-MT-Looks-Better-/235226961968,235226961968,,"Cranston,RI,USA",Graded,2023-09-27,2025-01-09,799.95,Active,6
418,1986 Fleer Basketball George Gervin #36 PSA 8 NM-Mint GRADED Set Break Sale !,27.95,https://www.ebay.com/itm/1986-Fleer-Basketball-George-Gervin-36-PSA-8-NM-Mint-GRADED-Set-Break-Sale-/316102267479,316102267479,,"Gainesville,TX,USA",Graded,2025-01-03,2025-01-09,27.95,Active,8
419,Clyde Drexler 1986 Fleer #26 Rookie Card Jordan Year Near Mint PSA 7 Eye Appeal,79.99,https://www.ebay.com/itm/Clyde-Drexler-1986-Fleer-26-Rookie-Card-Jordan-Year-Near-Mint-PSA-7-Eye-Appeal-/126751552910,126751552910,,"Ellensburg,WA,USA",Graded,2024-10-31,2025-01-09,79.99,Active,7
420,1986-87 FLEER BASKETBALL STICKERS #8 MICHAEL JORDAN RC ROOKIE PSA 5 EX,699.99,https://www.ebay.com/itm/1986-87-FLEER-BASKETBALL-STICKERS-8-MICHAEL-JORDAN-RC-ROOKIE-PSA-5-EX-/134760414169,134760414169,,"Northville,MI,USA",Graded,2023-10-09,2025-01-09,699.99,Active,5
421,1986 Fleer Basketball Michael Jordan RC Sticker #8 BGS 7.5 (POWERFUL SUBGRADES),1500.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Michael-Jordan-RC-Sticker-8-BGS-7-5-POWERFUL-SUBGRADES-/404495450208,404495450208,,"Bethlehem,PA,USA",Graded,2023-09-17,2025-01-09,1500.0,Active,7
422,1996-97 Fleer-  MICHAEL JORDAN - Decade of Excellence 1986 Rookie Insert  BGS 9,99.99,https://www.ebay.com/itm/1996-97-Fleer-MICHAEL-JORDAN-Decade-Excellence-1986-Rookie-Insert-BGS-9-/375800296253,375800296253,,"Sedalia,MO,USA",Graded,2024-11-18,2025-01-09,99.99,Active,9
423,1986-87 Fleer Stickers Michael Jordan #8  BGS 5.5,825.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-5-5-/134691370177,134691370177,,"Vernon Hills,IL,USA",Graded,2023-08-17,2025-01-09,825.0,Active,5
424,DEREK JETER Rookie Card 1993 Topps Sp PSA 10 Slab Copy Keychain Rc  1.75x2.25”⚾️,13.99,https://www.ebay.com/itm/DEREK-JETER-Rookie-Card-1993-Topps-Sp-PSA-10-Slab-Copy-Keychain-Rc-1-75x2-25-/386638325079,386638325079,,"New York,NY,USA",Graded,2024-01-15,2025-01-09,13.99,Active,10
425,1986 Fleer Michael Jordan #57 PSA 9 Rookie RC,21630.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-9-Rookie-RC-/355851031141,355851031141,,"New Castle,DE,USA",Graded,2024-07-08,2025-01-09,21630.0,Active,9
426,1986 Fleer Basketball Sticker set All PSA 8 11/11  Jordan Jabbar Bird Olajuwon,5500.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Sticker-set-All-PSA-8-11-11-Jordan-Jabbar-Bird-Olajuwon-/395470735087,395470735087,,"Portland,OR,USA",Graded,2024-06-15,2025-01-09,5500.0,Active,8
427,1986-87 Fleer Michael Jordan #57 Rookie Card RC PSA 7,6500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-57-Rookie-Card-RC-PSA-7-/284979059032,284979059032,,"Inglewood,CA,USA",Graded,2022-09-25,2025-01-09,6500.0,Active,7
428,1986 1987 Michael Jordan Fleer Rookie Sticker #8 Graded PSA 6,799.95,https://www.ebay.com/itm/1986-1987-Michael-Jordan-Fleer-Rookie-Sticker-8-Graded-PSA-6-/125380615711,125380615711,,"Winona,MN,USA",Graded,2022-06-21,2025-01-09,799.95,Active,6
429,1986 Fleer Basketball #57 Michael Jordan RC Rookie HOF PSA 4 VG-EX Lot4823,5999.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-PSA-4-VG-EX-Lot4823-/125068406001,125068406001,,"Windham,NH,USA",Graded,2021-12-24,2025-01-09,5999.99,Active,4
430,1986-87 Fleer MICHAEL JORDAN Rookie RC #57 HOF Bulls BGS 8.5 UDT CONS,14995.0,https://www.ebay.com/itm/1986-87-Fleer-MICHAEL-JORDAN-Rookie-RC-57-HOF-Bulls-BGS-8-5-UDT-CONS-/194735042604,194735042604,,"Erie,PA,USA",Graded,2022-01-13,2025-01-09,14995.0,Active,8
431,1986 Converse Merchante Spanish Michael Jordan #163 PSA 1.5 Rookie RC HOF,1680.0,https://www.ebay.com/itm/1986-Converse-Merchante-Spanish-Michael-Jordan-163-PSA-1-5-Rookie-RC-HOF-/256713605678?var=557096939761,256713605678,,"Auburn,WA,USA",Graded,2024-11-12,2025-01-09,1680.0,Active,1
432,1986 Star Best Of The New #2 Michael Jordan RC BGS 8.5 NM-MT+,2150.0,https://www.ebay.com/itm/1986-Star-Best-New-2-Michael-Jordan-RC-BGS-8-5-NM-MT-/375753529341,375753529341,,"Rapid City,SD,USA",Graded,2024-10-31,2025-01-09,2150.0,Active,8
